sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.5,16.0,1.0,0.2502383680171123,133,1029
D7B,0.5,16.0,2.0,0.21511914107141952,133,1029
D7B,0.5,16.0,5.0,0.17741889299734412,133,1029
D7B,0.495,16.0,0.0,0.3028880837627911,133,1029
D7B,0.495,16.0,1.0,0.2502383680171123,133,1029
D7B,0.495,16.0,2.0,0.21511914107141952,133,1029
D7B,0.495,16.0,5.0,0.17741889299734412,133,1029
D7B,0.49,16.0,0.0,0.3028880837627911,133,1029
D7B,0.49,16.0,1.0,0.2502383680171123,133,1029
D7B,0.49,16.0,2.0,0.21511914107141952,133,1029
D7B,0.49,16.0,5.0,0.17741889299734412,133,1029
D7B,0.485,16.0,0.0,0.3028880837627911,133,1029
D7B,0.485,16.0,1.0,0.2502383680171123,133,1029
D7B,0.485,16.0,2.0,0.21511914107141952,133,1029
D7B,0.485,16.0,5.0,0.17741889299734412,133,1029
D7B,0.48,17.0,0.0,0.32844155466769276,128,960
D7B,0.48,17.0,1.0,0.26971542243037416,128,960
D7B,0.48,17.0,2.0,0.23206797755295072,128,960
D7B,0.48,17.0,5.0,0.1925012214640493,128,960
D7B,0.475,17.0,0.0,0.32844155466769276,128,960
D7B,0.475,17.0,1.0,0.26971542243037416,128,960
D7B,0.475,17.0,2.0,0.23206797755295072,128,960
D7B,0.475,17.0,5.0,0.1925012214640493,128,960
D7B,0.47,17.0,0.0,0.32844155466769276,128,960
D7B,0.47,17.0,1.0,0.26971542243037416,128,960
D7B,0.47,17.0,2.0,0.23206797755295072,128,960
D7B,0.47,17.0,5.0,0.1925012214640493,128,960
D7B,0.46499999999999997,17.0,0.0,0.32844155466769276,128,960
D7B,0.46499999999999997,17.0,1.0,0.26971542243037416,128,960
D7B,0.46499999999999997,17.0,2.0,0.23206797755295072,128,960
D7B,0.46499999999999997,17.0,5.0,0.1925012214640493,128,960
D7B,0.45999999999999996,18.0,0.0,0.3544452819211196,127,908
D7B,0.45999999999999996,18.0,1.0,0.28808988768382193,127,908
D7B,0.45999999999999996,18.0,2.0,0.24699791609640154,127,908
D7B,0.45999999999999996,18.0,5.0,0.20537370723352283,127,908
D7B,0.45499999999999996,18.0,0.0,0.3544452819211196,127,908
D7B,0.45499999999999996,18.0,1.0,0.28808988768382193,127,908
D7B,0.45499999999999996,18.0,2.0,0.24699791609640154,127,908
D7B,0.45499999999999996,18.0,5.0,0.20537370723352283,127,908
D7B,0.44999999999999996,18.0,0.0,0.3544452819211196,127,908
D7B,0.44999999999999996,18.0,1.0,0.28808988768382193,127,908
D7B,0.44999999999999996,18.0,2.0,0.24699791609640154,127,908
D7B,0.44999999999999996,18.0,5.0,0.20537370723352283,127,908
D7B,0.44499999999999995,18.0,0.0,0.3544452819211196,127,908
