sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-B10BR_HTxB,0.725,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.725,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.72,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.72,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.72,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.72,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.715,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.715,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.715,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.715,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.71,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.71,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.71,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.71,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.7050000000000001,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.7050000000000001,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.7050000000000001,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.7050000000000001,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.7,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.7,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.7,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.7,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.6950000000000001,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.6950000000000001,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.6950000000000001,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.6950000000000001,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.69,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.69,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.69,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.69,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.685,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.685,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.685,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.685,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.6799999999999999,0.0,0.0,-0.0005146268295522624,21,221
