sample,percentile,thresh_syfpeithi,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-BALBc_HTxB,0.625,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.625,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.625,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.625,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.62,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.62,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.62,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.62,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.615,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.615,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.615,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.615,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.61,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.61,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.61,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.61,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.605,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.605,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.605,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.605,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.6,0.0,0.0,-0.05787774793927357,66,884
BL6-BALBc_HTxB,0.6,0.0,1.0,-0.04019495250848353,66,884
BL6-BALBc_HTxB,0.6,0.0,2.0,-0.03526477849317256,66,884
BL6-BALBc_HTxB,0.6,0.0,5.0,-0.029411596863453026,66,884
BL6-BALBc_HTxB,0.595,0.0,0.0,-0.05787774793927357,66,884
