sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.8,6.0,3.0,0.050939643612615076,135,1902
D7B,0.8,6.0,4.0,0.04771509135359267,135,1902
D7B,0.8,6.0,5.0,0.04566148328503296,135,1902
D7B,0.7949999999999999,6.0,0.0,0.08704638445599702,135,1902
D7B,0.7949999999999999,6.0,1.0,0.06770583949638559,135,1902
D7B,0.7949999999999999,6.0,2.0,0.05657200932761191,135,1902
D7B,0.7949999999999999,6.0,3.0,0.050939643612615076,135,1902
D7B,0.7949999999999999,6.0,4.0,0.04771509135359267,135,1902
D7B,0.7949999999999999,6.0,5.0,0.04566148328503296,135,1902
D7B,0.79,6.0,0.0,0.08704638445599702,135,1902
D7B,0.79,6.0,1.0,0.06770583949638559,135,1902
D7B,0.79,6.0,2.0,0.05657200932761191,135,1902
D7B,0.79,6.0,3.0,0.050939643612615076,135,1902
D7B,0.79,6.0,4.0,0.04771509135359267,135,1902
D7B,0.79,6.0,5.0,0.04566148328503296,135,1902
D7B,0.785,6.0,0.0,0.08704638445599702,135,1902
D7B,0.785,6.0,1.0,0.06770583949638559,135,1902
D7B,0.785,6.0,2.0,0.05657200932761191,135,1902
D7B,0.785,6.0,3.0,0.050939643612615076,135,1902
D7B,0.785,6.0,4.0,0.04771509135359267,135,1902
D7B,0.785,6.0,5.0,0.04566148328503296,135,1902
D7B,0.78,6.0,0.0,0.08704638445599702,135,1902
D7B,0.78,6.0,1.0,0.06770583949638559,135,1902
D7B,0.78,6.0,2.0,0.05657200932761191,135,1902
D7B,0.78,6.0,3.0,0.050939643612615076,135,1902
D7B,0.78,6.0,4.0,0.04771509135359267,135,1902
D7B,0.78,6.0,5.0,0.04566148328503296,135,1902
D7B,0.775,7.0,0.0,0.11093752952773121,130,1784
D7B,0.775,7.0,1.0,0.08889470590783663,130,1784
D7B,0.775,7.0,2.0,0.07499747858264888,130,1784
D7B,0.775,7.0,3.0,0.06771651674390479,130,1784
