,sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
282,D7C,0.6499999999999999,1.0,2.0,-0.13730617034792789,82,1314
283,D7C,0.6499999999999999,1.0,5.0,-0.12040360300623701,82,1314
284,D7C,0.645,1.0,0.0,-0.16718747765273714,82,1314
285,D7C,0.645,1.0,1.0,-0.14940151644452948,82,1314
286,D7C,0.645,1.0,2.0,-0.13730617034792789,82,1314
287,D7C,0.645,1.0,5.0,-0.12040360300623701,82,1314
288,D7C,0.64,1.0,0.0,-0.16718747765273714,82,1314
289,D7C,0.64,1.0,1.0,-0.14940151644452948,82,1314
290,D7C,0.64,1.0,2.0,-0.13730617034792789,82,1314
291,D7C,0.64,1.0,5.0,-0.12040360300623701,82,1314
292,D7C,0.635,1.0,0.0,-0.16718747765273714,82,1314
293,D7C,0.635,1.0,1.0,-0.14940151644452948,82,1314
294,D7C,0.635,1.0,2.0,-0.13730617034792789,82,1314
295,D7C,0.635,1.0,5.0,-0.12040360300623701,82,1314
296,D7C,0.63,1.0,0.0,-0.16718747765273714,82,1314
297,D7C,0.63,1.0,1.0,-0.14940151644452948,82,1314
298,D7C,0.63,1.0,2.0,-0.13730617034792789,82,1314
299,D7C,0.63,1.0,5.0,-0.12040360300623701,82,1314
300,D7C,0.625,1.0,0.0,-0.16718747765273714,82,1314
301,D7C,0.625,1.0,1.0,-0.14940151644452948,82,1314
302,D7C,0.625,1.0,2.0,-0.13730617034792789,82,1314
303,D7C,0.625,1.0,5.0,-0.12040360300623701,82,1314
304,D7C,0.62,1.0,0.0,-0.16718747765273714,82,1314
305,D7C,0.62,1.0,1.0,-0.14940151644452948,82,1314
306,D7C,0.62,1.0,2.0,-0.13730617034792789,82,1314
307,D7C,0.62,1.0,5.0,-0.12040360300623701,82,1314
308,D7C,0.615,1.0,0.0,-0.16718747765273714,82,1314
309,D7C,0.615,1.0,1.0,-0.14940151644452948,82,1314
310,D7C,0.615,1.0,2.0,-0.13730617034792789,82,1314
311,D7C,0.615,1.0,5.0,-0.12040360300623701,82,1314
312,D7C,0.61,1.0,0.0,-0.16718747765273714,82,1314
313,D7C,0.61,1.0,1.0,-0.14940151644452948,82,1314
314,D7C,0.61,1.0,2.0,-0.13730617034792789,82,1314
315,D7C,0.61,1.0,5.0,-0.12040360300623701,82,1314
316,D7C,0.605,1.0,0.0,-0.16718747765273714,82,1314
317,D7C,0.605,1.0,1.0,-0.14940151644452948,82,1314
318,D7C,0.605,1.0,2.0,-0.13730617034792789,82,1314
319,D7C,0.605,1.0,5.0,-0.12040360300623701,82,1314
320,D7C,0.6,1.0,0.0,-0.16718747765273714,82,1314
321,D7C,0.6,1.0,1.0,-0.14940151644452948,82,1314
322,D7C,0.6,1.0,2.0,-0.13730617034792789,82,1314
323,D7C,0.6,1.0,5.0,-0.12040360300623701,82,1314
324,D7C,0.595,1.0,0.0,-0.16718747765273714,82,1314
325,D7C,0.595,1.0,1.0,-0.14940151644452948,82,1314
326,D7C,0.595,1.0,2.0,-0.13730617034792789,82,1314
327,D7C,0.595,1.0,5.0,-0.12040360300623701,82,1314
328,D7C,0.59,1.0,0.0,-0.16718747765273714,82,1314
329,D7C,0.59,1.0,1.0,-0.14940151644452948,82,1314
330,D7C,0.59,1.0,2.0,-0.13730617034792789,82,1314
331,D7C,0.59,1.0,5.0,-0.12040360300623701,82,1314
332,D7C,0.585,1.0,0.0,-0.16718747765273714,82,1314
333,D7C,0.585,1.0,1.0,-0.14940151644452948,82,1314
334,D7C,0.585,1.0,2.0,-0.13730617034792789,82,1314
335,D7C,0.585,1.0,5.0,-0.12040360300623701,82,1314
336,D7C,0.5800000000000001,1.0,0.0,-0.16718747765273714,82,1314
337,D7C,0.5800000000000001,1.0,1.0,-0.14940151644452948,82,1314
338,D7C,0.5800000000000001,1.0,2.0,-0.13730617034792789,82,1314
339,D7C,0.5800000000000001,1.0,5.0,-0.12040360300623701,82,1314
340,D7C,0.575,1.0,0.0,-0.16718747765273714,82,1314
341,D7C,0.575,1.0,1.0,-0.14940151644452948,82,1314
342,D7C,0.575,1.0,2.0,-0.13730617034792789,82,1314
